,Coin,symbol,Price,Change_1hr,Change_24hr,Change_7d,Volume_24hr,Market_Cap
1653,ClinTex CTi,CTI,0.026895148201,-0.018000000000000002,0.036000000000000004,-0.136,321842.0,2240049.0
1654,Kommunitas,KOM,0.001737722758,-0.011000000000000001,-0.019,-0.011000000000000001,500712.0,2239000.0
1655,Tulip Protocol,TULIP,1.43,-0.006,-0.021,-0.02,23369.05,2234617.0
1656,TruBadger,TRUBGR,4.522e-09,-0.001,0.013999999999999999,-0.069,259.57,2232168.0
1657,Thought,THT,0.006121081412,-0.001,0.0,-0.003,699.21,2227098.0
1658,UFC Fan Token,UFC,0.994383,-0.009000000000000001,0.045,-0.046,40717.99,2221784.0
1659,Valencia CF Fan Token,VCF,0.87507,-0.002,0.02,-0.031,153321.0,2220341.0
1660,TRONPAD,TRONPAD,0.002903468481,-0.005,-0.109,-0.20800000000000002,19387.44,2218951.0
1661,LikeCoin,LIKE,0.001792534316,-0.006999999999999999,0.023,-0.044000000000000004,664.73,2216022.0
1662,Futureswap,FST,0.082572377436,0.012,0.037000000000000005,-0.129,44757.37,2212856.0
1663,ACryptoS,ACS,1.37,-0.006,0.006,-0.107,4476.7,2207491.0
1664,SparkPoint,SRK,0.00022336573,0.002,0.048,-0.033,54104.28,2190817.0
1665,Unipilot,PILOT,1.84,-0.11699999999999999,0.34,0.139,345422.0,2189457.0
1666,Neoxa,NEOX,0.000979674666,-0.006,0.017,0.10099999999999999,151660.0,2188740.0
1667,Polychain Monsters,PMON,0.615512,-0.003,0.032,0.006,182018.0,2188716.0
1668,Ertha,ERTHA,0.003606367538,0.001,0.003,-0.035,200671.0,2180010.0
1669,TOP Network,TOP,0.000530280599,-0.002,-0.006999999999999999,0.20600000000000002,77978.05,2172502.0
1670,LIF3 LSHARE,LSHARE,97.24,0.025,0.13,-0.133,115067.0,2159114.0
1671,Vector Finance,VTX,0.114158,-0.021,0.009000000000000001,0.006999999999999999,205081.0,2155156.0
1672,Tutellus,TUT,0.086131135292,0.0,0.046,-0.10300000000000001,13056.98,2152364.0
1673,ChainPort,PORTX,0.022294550063,0.008,-0.001,-0.11199999999999999,12490.77,2151027.0
1674,Mean DAO,MEAN,0.020380902444,-0.002,0.004,-0.065,131030.0,2150024.0
1675,Monetha,MTH,0.006187708789,-0.076,0.006,-0.03,178224.0,2142239.0
1676,blockbank,BBANK,0.005612920165,-0.012,0.022000000000000002,-0.11900000000000001,162735.0,2129945.0
1677,Swerve,SWRV,0.117475,-0.002,0.04,-0.07400000000000001,81654.98,2127691.0
1678,Cloakcoin,CLOAK,0.356391,-0.006,0.076,0.027000000000000003,324.57,2120430.0
1679,Fedoracoin,TIPS,3.467941e-06,0.005,0.047,0.153,14702.83,2116465.0
1680,MandoX,MANDOX,1.41287e-07,0.0,-0.006999999999999999,0.09300000000000001,28559.27,2109599.0
1681,Dash Diamond,DASHD,0.006212742617,-0.106,0.053,0.036000000000000004,205.27,2109397.0
1682,Göztepe S.K. Fan Token,GOZ,0.934056,-0.006999999999999999,0.017,-0.033,116580.0,2100208.0
1683,Digital Fitness,DEFIT,0.074555699353,-0.071,-0.003,0.025,28388.8,2099734.0
1684,Tethys Finance,TETHYS,0.229211,-0.012,0.024,-0.107,26201.31,2092814.0
1685,Rubic,RBC,0.020898839565,0.075,0.121,0.068,273616.0,2076834.0
1686,Solrise Finance,SLRS,0.01753651872,-0.008,-0.002,-0.126,11874.1,2072301.0
1687,PUTinCoin,PUT,0.000982343426,-0.002,-0.134,0.063,917.46,2066930.0
1688,Seascape Crowns,CWS,0.446408,-0.006999999999999999,-0.018000000000000002,0.004,518782.0,2060128.0
1689,Biconomy Exchange,BIT,5.897607e-06,-0.002,-0.013999999999999999,-0.067,64954.96,2058152.0
1690,Construct,STANDARD,0.319525,-0.001,-0.0,-0.006999999999999999,69723.58,2036460.0
1691,Ojamu,OJA,0.025338572317,-0.009000000000000001,-0.061,-0.188,24429.52,2033464.0
1692,Fractal,FCL,0.016500379678,-0.052000000000000005,-0.02,-0.07400000000000001,27267.58,2022320.0
1693,EQIFi,EQX,0.007354256792,0.001,0.027999999999999997,-0.149,145650.0,2018915.0
1694,Flamengo Fan Token,MENGO,0.439362,-0.0,0.02,-0.11199999999999999,38258.1,2015931.0
1695,Sinverse,SIN,0.005569089946,-0.004,-0.019,-0.022000000000000002,460553.0,2000418.0
1696,Honeyland,HXD,0.079865789605,-0.0,-0.011000000000000001,0.35700000000000004,38004.59,1993623.0
1697,#MetaHash,MHC,0.0005,-0.0,0.0,-0.049,303.41,1993237.0
1698,Burency,BUY,0.003633116407,0.02,0.006,-0.039,56350.01,1985171.0
1699,Tidal Finance,TIDAL,0.000332016516,-0.013999999999999999,0.027000000000000003,-0.084,73380.15,1982063.0
1700,MiamiCoin,MIA,0.000338110158,-0.015,0.162,-0.084,11001.28,1979899.0
1701,Interlay,INTR,0.023365712926,-0.006,0.008,-0.075,5841.86,1973381.0
1702,Birake,BIR,0.012103760234,0.003,0.025,-0.07,1086.57,1973104.0
1703,Metaverse ETP,ETP,0.023601225113,0.015,0.042,0.013999999999999999,1506.42,1971585.0
1704,GlobalBoost-Y,BSTY,0.090369472149,0.040999999999999995,-0.131,-0.5720000000000001,16541.29,1970928.0
1705,The Rug Game,TRG,3.71372e-07,-0.016,0.07400000000000001,-0.268,64750.76,1967627.0
1706,Einsteinium,EMC2,0.00878793029,-0.006,-0.013000000000000001,0.151,3817.66,1961076.0
1707,Unitrade,TRADE,0.054745313843,0.002,0.053,-0.165,37833.29,1959674.0
1708,Lodestar,LODE,1.22,0.045,0.026000000000000002,-0.122,174492.0,1946434.0
1709,CoinsPaid,CPD,0.020884438052,-0.002,0.012,0.054000000000000006,14465.17,1937834.0
1710,Kamaleont,KLT,0.000229719868,-0.004,-0.037000000000000005,0.13699999999999998,165.4,1932136.0
1711,OneLedger,OLT,0.004454712866,-0.001,0.039,-0.065,499778.0,1931538.0
1712,BabyDoge ETH,BABYDOGE,4.823e-09,-0.008,0.035,-0.032,649.16,1926415.0
1713,NAOS Finance,NAOS,0.022790388665,-0.033,-0.091,0.263,92205.67,1920013.0
1714,Primate,PRIMATE,0.010413520454,-0.009000000000000001,0.040999999999999995,-0.02,593721.0,1914816.0
1715,Revenue Coin,RVC,0.002208130278,-0.066,-0.047,-0.005,17544.28,1914174.0
1716,Stobox,STBU,0.020712541537,-0.039,0.033,0.102,53530.74,1910896.0
1717,Brazil National Football Team Fan Token,BFT,0.065597406327,-0.008,-0.02,-0.055999999999999994,87474.4,1903231.0
1718,Pocket Arena,POC,0.04945303681,-0.002,0.001,-0.001,50.07,1901996.0
1719,Mithril,MITH,0.003066841085,0.001,0.043,-0.048,149095.0,1897245.0
1720,Z7DAO,Z7,0.018096253439,-0.001,0.0,0.028999999999999998,18834.18,1893584.0
1721,JulSwap,JULD,0.003299459231,-0.001,0.037000000000000005,-0.11699999999999999,134713.0,1892090.0
1722,Equalizer DEX,EQUAL,7.34,-0.015,0.077,-0.038,165803.0,1889802.0
1723,Kenshi,KENSHI,3.79612e-07,-0.006999999999999999,0.04,-0.066,934.67,1887482.0
1724,DAEX,DAX,0.005313435502,0.025,0.027000000000000003,0.016,292.7,1884520.0
1725,Coin98 Dollar,CUSD,1.04,0.004,-0.022000000000000002,0.037000000000000005,68172.94,1883279.0
1726,Envision,VIS,0.050567975881,-0.003,-0.049,-0.081,6649.8,1883065.0
1727,Poodl,POODL,2.3555e-08,-0.006999999999999999,0.005,0.01,659.99,1880876.0
1728,KCCPad,KCCPAD,0.005944230785,-0.006999999999999999,0.009000000000000001,-0.124,1.95,1879281.0
1729,Hiram,HIRAM,0.046944098749,0.003,-0.008,-0.032,163802.0,1876477.0
1730,Starname,IOV,0.01390091431,0.011000000000000001,0.389,0.243,19636.5,1876112.0
1731,Derify Protocol,DRF,0.186282,-0.0,0.013000000000000001,0.027999999999999997,3442.95,1875692.0
1732,Source Protocol,SRCX,0.006375793914,0.002,-0.005,-0.003,18471.56,1873639.0
1733,Gather,GTH,0.007204807397,-0.001,0.006999999999999999,-0.087,142124.0,1872899.0
1734,BitNautic,BTNTV2,0.070433388059,-0.001,0.192,0.011000000000000001,23238.15,1870388.0
1735,CheckDot,CDT,0.25447,0.019,0.16699999999999998,0.031,78414.74,1870333.0
1736,BlueSparrow,BLUESPARROW,0.042877372097,-0.003,0.051,-0.065,136831.0,1866725.0
1737,INTchain,INT,0.002732947088,0.017,0.079,-0.035,651318.0,1864906.0
1738,Elk Finance,ELK,0.154854,-0.004,0.024,-0.024,34277.29,1857571.0
1739,Lunar,LNR,0.023208355646,-0.005,0.018000000000000002,-0.086,872454.0,1856161.0
1740,Million,MM,1.86,-0.002,-0.008,-0.078,16078.14,1856076.0
1741,Connect Financial,CNFI,0.073998209707,-0.003,-0.002,-0.07,306802.0,1854950.0
1742,Acet,ACT,0.007860690186,0.005,0.03,-0.009000000000000001,25949.3,1852875.0
1743,JET,JET,0.011828597901,0.002,0.015,0.062,150518.0,1850393.0
1744,MetaVPad,METAV,0.008401836933,0.001,-0.023,-0.059000000000000004,54901.89,1847698.0
1745,Furucombo,COMBO,0.049977001702,-0.008,0.051,0.171,95363.38,1841010.0
1746,Fodl Finance,FODL,0.004861792542,0.0,0.013999999999999999,-0.099,57065.81,1840436.0
1747,LanaCoin,LANA,0.000566741661,-0.004,0.051,0.004,366.2,1838237.0
1748,TeraBlock,TBC,0.00762409021,-0.006,0.027999999999999997,0.111,18305.81,1838116.0
1749,Asia Coin,ASIA,0.095978809255,-0.005,0.016,-0.045,20908.73,1833289.0
1750,STEPN Green Satoshi Token on ETH,GST-ETH,0.044925191602,-0.006,-0.018000000000000002,0.166,2585.45,1829554.0
1751,SmartCash,SMART,0.000619435121,-0.006,0.19699999999999998,0.106,122.03,1829290.0
1752,Revuto,REVU,0.024500972897,-0.0,0.005,-0.10099999999999999,117473.0,1813611.0
1753,Avocado DAO,AVG,0.070600676566,-0.018000000000000002,0.009000000000000001,-0.049,44477.98,1803946.0
1754,Sentivate,SNTVT,0.000709987755,-0.008,-0.133,-0.184,17466.83,1800312.0
1755,Corite,CO,0.01470007621,-0.011000000000000001,-0.09300000000000001,-0.293,217985.0,1792044.0
1756,c0x,CZRX,0.004868139249,-0.015,0.073,-0.015,258590.0,1790357.0
1757,OtterClam,CLAM,2.69,0.012,-0.013000000000000001,-0.05,36.11,1784746.0
1758,Solidly,SOLID,0.490517,0.02,0.085,-0.5670000000000001,14809.33,1778998.0
1759,Ghost,GHOST,0.080534835995,-0.006,0.048,0.087,197.29,1778806.0
1760,Celestial,CELT,0.000596664296,-0.001,0.005,-0.28,290876.0,1777432.0
1761,Fabwelt,WELT,0.008212668287,0.004,0.1,0.053,377774.0,1766465.0
1762,Inter Stable Token,IST,0.999995,0.0,0.005,-0.004,110834.0,1765551.0
1763,CyberMiles,CMT,0.002194744093,-0.004,0.044000000000000004,-0.138,10967.46,1755690.0
1764,SmartMesh,SMT,0.001051872971,0.008,0.040999999999999995,0.027999999999999997,69389.02,1750980.0
1765,Aldrin,RIN,0.1418,-0.002,-0.006,-0.008,13414.27,1747953.0
1766,Blockchain Monster Hunt,BCMC,0.007359435012,-0.018000000000000002,-0.009000000000000001,-0.154,23596.92,1740731.0
1767,King Shiba,KINGSHIB,0.004106611322,-0.006,0.011000000000000001,0.001,45447.84,1738565.0
1768,MarketMove,MOVE,8.056549e-06,-0.008,0.018000000000000002,-0.107,6915.61,1735295.0
1769,PureFi,UFI,0.029681975981,-0.006,0.057,-0.009000000000000001,77050.23,1734464.0
1770,Polytrade,TRADE,0.076499496935,0.008,0.035,-0.02,82252.06,1733479.0
1771,USK,USK,1.01,-0.004,0.004,-0.004,111682.0,1724832.0
1772,Decimated,DIO,0.005127161406,-0.003,-0.025,-0.11199999999999999,537183.0,1724643.0
1773,Paladin,PAL,0.200348,-0.008,0.040999999999999995,-0.08199999999999999,1956.81,1720928.0
1774,WeGro,WEGRO,0.001026683088,-0.006999999999999999,-0.713,-0.743,164225.0,1719566.0
1775,Okuru,XOT,28.79,-0.001,0.006999999999999999,-0.048,57636.65,1718635.0
1776,InpulseX,IPX,3.7421e-08,-0.001,0.008,-0.147,88281.01,1717146.0
1777,Vabble,VAB,0.001449166602,-0.008,-0.019,0.09699999999999999,26305.49,1714544.0
1778,Unicly,UNIC,3.83,-0.019,-0.021,-0.077,15782.83,1706903.0
1779,A2DAO,ATD,0.187391,-0.006,0.042,-0.066,85332.0,1702391.0
1780,Niftyx Protocol,SHROOM,0.033116952666,0.022000000000000002,0.025,-0.051,64501.51,1701595.0
1781,LIT,LIT,3.3294208e-05,-0.015,0.052000000000000005,-0.11800000000000001,22494.03,1700927.0
1782,Rhythm,RHYTHM,0.000132538817,-0.003,0.01,-0.09300000000000001,83.85,1700894.0
1783,Atlas Navi,NAVI,0.089331393778,-0.004,-0.003,-0.158,35367.72,1700559.0
1784,OneSwap DAO,ONES,0.143559,0.002,0.01,-0.04,3676.48,1700340.0
1785,DEEPSPACE,DPS,0.027198238547,-0.006999999999999999,-0.006999999999999999,-0.055999999999999994,2721.22,1697483.0
1786,BYTZ,BYTZ,0.000190172291,-0.006,-0.0,-0.27699999999999997,396.42,1692804.0
1787,Kripto,KRIPTO,0.000317921156,0.03,0.054000000000000006,0.131,8400.78,1690230.0
1788,Kuma Inu,KUMA,1.4159e-08,0.002,0.046,-0.096,81278.24,1684842.0
1789,Fixed Income Asset,FIAT,1.0,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,1674181.0
1790,ALL.ART,AART,0.001755200313,-0.001,-0.015,-0.098,37390.27,1673775.0
1791,Wam,WAM,0.005428506355,0.026000000000000002,0.1,0.064,120796.0,1668905.0
1792,Slam,SLAM,0.176043,-0.008,-0.008,-0.107,179.67,1668323.0
1793,Fantohm,FHM,0.567697,-0.005,0.006999999999999999,0.032,4209.39,1668309.0
1794,SafeMoon Inu,SMI,1.655374e-06,-0.011000000000000001,0.057999999999999996,-0.02,23047.42,1666746.0
1795,Oddz,ODDZ,0.020390955387,-0.013999999999999999,-0.013000000000000001,-0.14300000000000002,167183.0,1660312.0
1796,Glove,GLO,505.64,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,1657487.0
1797,Flourishing AI,AI,0.069309786594,-0.001,-0.006999999999999999,-0.272,10318.94,1641822.0
1798,Opacity,OPCT,0.013713002847,0.011000000000000001,-0.003,-0.048,95105.89,1640124.0
1799,Dentacoin,DCN,2.254916e-06,0.042,-0.043,-0.182,645.16,1636513.0
1800,PulsePad,PLSPAD,0.009573775524,-0.02,0.032,0.036000000000000004,50885.54,1629156.0
1801,TrendAI,TRENDAI,0.163482,0.019,0.358,-0.441,205807.0,1628920.0
1802,Civfund Stone,0NE,8.524e-09,-0.008,0.049,-0.027999999999999997,6382.98,1627671.0
1803,Flare Token,1FLR,0.000403643227,-0.02,0.046,-0.004,3263.57,1625151.0
1804,Mover,MOVE,0.191175,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,1623719.0
1805,Revomon,REVO,0.046330288509,-0.031,-0.075,-0.128,50880.75,1622310.0
1806,Chronicle,XNL,0.019188092567,0.023,0.03,-0.153,69999.07,1618246.0
1807,Tokoin,TOKO,0.002769552264,0.001,0.01,-0.165,796725.0,1615545.0
1808,Olyverse,OLY,0.000753757294,-0.013999999999999999,-0.047,-0.065,37664.67,1615328.0
1809,Public Mint,MINT,0.015425246158,-0.01,0.115,-0.04,20719.67,1614584.0
1810,Unique Network,UNQ,0.008930725712,-0.022000000000000002,-0.145,-0.214,597958.0,1603220.0
1811,Launchpool,LPOOL,0.164338,-0.049,0.023,-0.196,39642.76,1599874.0
1812,Vexanium,VEX,0.00159311835,0.026000000000000002,0.027999999999999997,-0.06,12278.75,1594848.0
1813,Unvest,UNV,0.00204419479,0.005,-0.002,-0.06,144.07,1594800.0
1814,Giveth,GIV,0.015087914104,0.005,0.023,-0.068,734.11,1586370.0
1815,Coldstack,CLS,0.105144,0.002,-0.022000000000000002,-0.113,30242.7,1585783.0
1816,Dexlab,DXL,0.009640504699,-0.09699999999999999,-0.17800000000000002,-0.154,2886.45,1581162.0
1817,Dingocoin,DINGO,1.5236309e-05,0.07400000000000001,0.08,-0.078,18495.11,1574597.0
1818,Coinerr,ERR,0.000124414403,-0.003,-0.002,0.06,299735.0,1573582.0
1819,CREDITS,CS,0.006943773789,-0.013000000000000001,0.084,-0.024,13548.86,1569882.0
1820,Effect Network,EFX,0.007581904254,-0.002,0.042,-0.12,72450.11,1568206.0
1821,Ubeswap,UBE,0.019713149758,-0.025,0.11900000000000001,0.201,3363.05,1562440.0
1822,Volta Protocol,VOLTA,0.11868,-0.038,0.134,-0.445,66608.25,1556339.0
1823,Pickle Finance,PICKLE,1.3,0.002,0.052000000000000005,-0.1,243415.0,1555139.0
1824,Credefi,CREDI,0.003136433474,0.01,0.015,0.096,79004.28,1549879.0
1825,VCGamers,VCG,0.015470569531,0.0,0.067,-0.054000000000000006,12455.81,1546612.0
1826,Ternio,TERN,0.003570992894,-0.015,0.06,-0.068,265.87,1545336.0
1827,Nabox,NABOX,7.471001e-06,0.005,0.049,-0.04,8932.03,1544317.0
1828,Idavoll DAO,IDV,0.001944856931,-0.001,-0.013000000000000001,0.059000000000000004,28507.34,1535446.0
1829,tSILVER,TXAG,0.731968,0.0,-0.018000000000000002,0.0,11271.86,1534741.0
1830,UniWhales,UWL,0.33552,-0.005,0.017,-0.008,22172.07,1528056.0
1831,ONINO,ONI,0.049962337906,0.02,0.083,-0.065,305322.0,1523530.0
1832,Baanx,BXX,0.042133232743,0.039,0.43700000000000006,0.261,319789.0,1521567.0
1833,BlockchainSpace,GUILD,0.009288605198,0.002,-0.003,-0.109,679.91,1505674.0
1834,BinaryX [OLD],BNX,0.570302,0.009000000000000001,0.055999999999999994,-0.054000000000000006,7762.6,1505334.0
1835,Jenny DAO V1,UJENNY,0.150428,-0.006,0.011000000000000001,-0.002,3705.01,1504376.0
1836,DLP Duck,DUCK,0.03272515968,-0.011000000000000001,0.017,-0.027000000000000003,36374.48,1502878.0
1837,Feisty Doge NFT,NFD,2.6787024e-05,-0.006,0.023,-0.034,257451.0,1500138.0
1838,Spain National Football Team Fan Token,SNFT,0.064421272918,-0.026000000000000002,-0.065,-0.14800000000000002,74537.8,1496546.0
1839,Pillar,PLR,0.005761756227,-0.01,0.031,-0.059000000000000004,307.25,1494372.0
1840,Cardstarter,CARDS,0.19389,-0.008,-0.039,-0.045,98.06,1492480.0
1841,Hyve,HYVE,0.043206251154,-0.015,-0.008,0.25,96545.35,1480277.0
1842,Bluelight,KALE,0.001001341954,0.0,0.002,-0.004,14186.57,1478823.0
1843,Ledgis,LED,0.035958574712,-0.002,0.036000000000000004,0.086,11385.34,1476859.0
1844,ChangeX,CHANGE,0.012451643374,-0.002,-0.003,0.066,25.15,1476807.0
1845,MetaRuffy (MR),MR,8.125905e-06,-0.013000000000000001,0.005,-0.035,29892.72,1471921.0
1846,CrossWallet,CWT,0.011756463585,-0.002,0.016,-0.094,8768.08,1468885.0
1847,Convergence,CONV,0.00073003575,0.001,0.091,-0.067,418743.0,1466745.0
1848,Feathercoin,FTC,0.005508209002,-0.004,0.021,-0.027000000000000003,23241.16,1465885.0
1849,Mare Finance,MARE,0.162725,0.062,0.28600000000000003,0.08199999999999999,84179.22,1460628.0
1850,SmartCredit,SMARTCREDIT,0.755082,-0.008,0.036000000000000004,-0.054000000000000006,2866.24,1458998.0
1851,Football World Community,FWC,3.5e-11,0.002,-0.022000000000000002,-0.085,196269.0,1458381.0
1852,Perion,PERC,0.177397,-0.006,-0.039,-0.201,121454.0,1456532.0
1853,Decubate,DCB,0.005867714426,0.001,0.07400000000000001,0.425,78807.0,1455638.0
1854,Kollect,KOL,0.002900224504,-0.005,0.043,-0.053,54667.92,1452941.0
1855,DxSale Network,SALE,0.176763,0.046,0.035,-0.038,23708.33,1448393.0
1856,BreederDAO,BREED,0.034809323953,-0.004,0.017,-0.09699999999999999,213982.0,1447080.0
1857,Sperax USD,USDS,0.995735,0.003,-0.004,-0.006999999999999999,440940.0,1445858.0
1858,Dope Wars Paper,PAPER,0.001590374012,-0.008,0.008,-0.109,4515.84,1443722.0
1859,xToken,XTK,0.003587068078,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,1443335.0
1860,Smileycoin,SMLY,4.0062839e-05,-0.008,-0.033,-0.033,13.53,1443293.0
1861,Sashimi,SASHIMI,0.006453109935,0.001,-0.013999999999999999,-0.10099999999999999,17969.35,1443252.0
1862,TenX,PAY,0.012216078876,-0.002,0.046,-0.305,49475.88,1442852.0
1863,Etherrock #72,PEBBLE,2.0001021e-05,-0.009000000000000001,-0.19,-0.33899999999999997,19837.44,1439717.0
1864,Bullieverse,BULL,0.003304379111,-0.018000000000000002,-0.08800000000000001,-0.165,2937848.0,1439317.0
1865,ArbiSmart,RBIS,0.147665,-0.005,0.023,0.151,33251.67,1439142.0
1866,Smart Donation Coin,SDC,0.082673542714,-0.001,0.025,-0.011000000000000001,49.53,1438520.0
1867,Orclands Metaverse,ORC,0.001523835196,-0.012,0.006,-0.018000000000000002,3.17,1436482.0
1868,ElonDoge.io,EDOGE,2.593e-09,-0.012,0.008,-0.069,31.47,1432101.0
1869,42-coin,42,34008.78,-0.004,0.049,0.003,144.54,1428367.0
1870,IBS,IBS,0.001315836213,0.003,0.016,-0.001,4946.7,1420094.0
1871,Tierion,TNT,0.00330023168,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,1414087.0
1872,Gaia Everworld,GAIA,0.004223853486,-0.002,-0.081,-0.17300000000000001,14176.07,1413852.0
1873,Aurigami,PLY,0.000619510748,-0.013000000000000001,0.053,-0.11199999999999999,563111.0,1412398.0
1874,LoveChain,LOV,0.010453861849,-0.171,-0.128,-0.212,7079.72,1410921.0
1875,BFK WARZONE,BFK,0.00201553735,0.084,0.028999999999999998,0.004,13334.39,1409348.0
1876,Ycash,YEC,0.103795,-0.115,-0.121,0.461,1363.51,1408974.0
1877,1-UP,1-UP,0.023401249083,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,1408419.0
1878,Dogewhale,DOGEWHALE,5.13202e-06,-0.006,0.083,-0.095,1298.69,1407552.0
1879,Teh Fund,FUND,0.027998617718,-0.017,-0.06,-0.046,23541.56,1400024.0
1880,Stronger,STRNGR,2.53,-0.0,0.040999999999999995,-0.092,237392.0,1397231.0
1881,FREEdom coin,FREE,1.74498e-07,0.001,0.009000000000000001,-0.068,249919.0,1395727.0
1882,Compendium,CMFI,0.011767403819,-0.006,0.032,-0.023,1509.85,1394488.0
1883,MMFinance (Polygon),MMF,0.008921779375,-0.006999999999999999,0.047,-0.085,93771.29,1393894.0
1884,BitcoinZ,BTCZ,0.000113532149,-0.004,-0.075,-0.055,645.27,1392215.0
1885,Radar,RADAR,0.028423710204,0.005,0.096,-0.133,23127.36,1390742.0
1886,Shikoku,SHIK,3.106e-09,-0.003,-0.042,-0.355,220742.0,1387755.0
1887,RioDeFi,RFUEL,0.006176538678,-0.008,0.016,-0.061,165515.0,1386926.0
1888,New BitShares,NBS,0.000445830441,0.001,0.038,-0.087,98079.99,1386423.0
1889,BnkToTheFuture,BFT,0.004213808413,0.006999999999999999,-0.013999999999999999,-0.052000000000000005,13506.1,1382013.0
1890,Gyro,GYRO,2.54,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,1380339.0
1891,MetaFabric,FABRIC,0.002077732466,-0.015,0.040999999999999995,-0.011000000000000001,229575.0,1380284.0
1892,Sakura,SKU,0.008666836399,-0.013999999999999999,-0.012,-0.083,41663.92,1379629.0
1893,DecentraWeb,DWEB,0.102183,-0.019,0.039,-0.017,4023.58,1376569.0
1894,ZUSD,ZUSD,0.993256,-0.003,-0.006,0.001,25616.71,1375580.0
1895,Must,MUST,13.17,-0.011000000000000001,0.046,-0.105,3159.49,1374430.0
1896,Honest,HNST,0.00909936043,0.006999999999999999,0.001,0.031,370.75,1370970.0
1897,Theopetra,THEO,0.304252,0.002,0.012,0.326,28682.23,1370829.0
1898,DePay,DEPAY,0.205683,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,1369559.0
1899,Edgeless,EDG,0.011877874434,-0.006,0.20199999999999999,0.331,96.02,1367701.0
1900,BAI Stablecoin,BAI,0.995742,-0.001,0.005,-0.008,6719.17,1364418.0
1901,Kine Protocol,KINE,0.066499028965,-0.013999999999999999,-0.031,-0.218,1276489.0,1364224.0
1902,dfohub,BUIDL,0.411252,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,1361816.0
1903,CortexDAO,CXD,0.013625052845,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,1359254.0
1904,Peony Coin,PNY,0.003041702399,-0.013999999999999999,-0.078,-0.10300000000000001,823.04,1357731.0
1905,Cramer Coin,$CRAMER,0.001560056972,-0.002,0.045,-0.1,5467.4,1355670.0
1906,MODA DAO,MODA,0.438986,-0.004,0.032,-0.062,17446.17,1352325.0
1907,SpiceUSD,USDS,0.162292,-0.006,0.034,-0.078,81.83,1348060.0
1908,Airbloc,ABL,0.004862426061,-0.003,-0.022000000000000002,-0.16,21214.81,1346235.0
1909,DigitalDollar,DUSD,0.468814,0.003,-0.09,0.021,4083.16,1343780.0
1910,Spores Network,SPO,0.001262798031,-0.013000000000000001,0.182,0.201,122733.0,1342966.0
1911,JULIEN,JULIEN,0.13825,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,1338963.0
1912,HeadStarter,HST,0.016028685662,0.001,0.042,-0.017,5707.41,1338358.0
1913,Meme,MEME,49.04,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,1337786.0
1914,Treecle,TRCL,0.001362185508,-0.005,0.11699999999999999,0.115,3532.72,1335490.0
1915,NFTrade,NFTD,0.029522173545,0.0,0.006,-0.162,44458.41,1334753.0
1916,Swapfolio,SWFL,0.047624731741,-0.002,0.028999999999999998,0.057,20772.34,1334540.0
1917,Safeswap SSGTX,SSGTX,0.003533993743,-0.025,0.105,0.129,25901.36,1334288.0
1918,AMLT Network,AMLT,0.00395694328,-0.001,-0.016,-0.08900000000000001,84.45,1329628.0
1919,Swingby,SWINGBY,0.002963876302,0.04,-0.035,-0.358,479697.0,1329195.0
1920,KIRA Network,KEX,0.040163716795,0.001,0.009000000000000001,0.018000000000000002,386058.0,1328959.0
1921,stake.link,SDL,0.325453,-0.001,0.035,-0.066,122.37,1328572.0
1922,PsyFi,PSY,0.007468942677,-0.001,-0.006999999999999999,-0.045,14996.21,1324159.0
1923,Neutra Finance,NEU,1.87,-0.028999999999999998,0.122,-0.168,92817.69,1314780.0
1924,Idena,IDNA,0.020135130164,-0.017,-0.013999999999999999,-0.09699999999999999,20097.28,1314714.0
1925,Arcona,ARCONA,0.086317279348,-0.075,-0.07,-0.133,19466.3,1309534.0
1926,GenomesDAO,$GENE,0.004833357575,-0.027999999999999997,-0.027000000000000003,-0.09,44104.38,1309279.0
1927,Bird.Money,BIRD,15.68,-0.008,0.032,-0.23600000000000002,87827.22,1307965.0
1928,AIPad,AIPAD,0.343265,-0.003,0.018000000000000002,-0.231,319856.0,1305553.0
1929,yUSD,YVAULT-LP-YCURVE,1.34,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,1304856.0
1930,MORK,MORK,0.134435,-0.008,0.004,0.005459995907509719,340.37,1301394.0
1931,Filecoin Standard Full Hashrate,SFIL,0.650314,0.001,0.008,0.023,11466.76,1300329.0
1932,GoMeat,GOMT,0.661038,0.005,0.006,0.11800000000000001,443155.0,1299995.0
